name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Master Brothers,Yes,No,3.4 /5,8,Whitefield,Bakery,"Desserts, Bakery",450,Delivery,Whitefield
Suryawanshi,Yes,No,4.2 /5,938,Whitefield,Casual Dining,"Maharashtrian, Seafood",700,Delivery,Whitefield
Pindi Bangalore,Yes,No,,0,Whitefield,,"North Indian, Chinese, Biryani, Street Food",900,Delivery,Whitefield
Basmati Restaurant,Yes,No,3.4 /5,23,Whitefield,Quick Bites,"North Indian, South Indian, Chinese, Biryani",350,Delivery,Whitefield
Bakery 24x7,Yes,No,,0,Whitefield,"Takeaway, Delivery",Desserts,500,Delivery,Whitefield
Oregano Soul Food,Yes,No,4.1 /5,142,Whitefield,Cafe,Cafe,700,Delivery,Whitefield
The Coffee Bean & Tea Leaf,Yes,No,3.0 /5,38,Whitefield,Cafe,"Cafe, Coffee",700,Delivery,Whitefield
The Kim Chi Chef,Yes,No,4.0 /5,210,Whitefield,Casual Dining,"Chinese, Thai, Momos",900,Delivery,Whitefield
JLT Food,Yes,No,3.6 /5,23,Whitefield,Quick Bites,North Indian,450,Delivery,Whitefield
Taishty,Yes,No,3.7 /5,66,Whitefield,Quick Bites,North Indian,200,Delivery,Whitefield
Mist n Creams,Yes,No,3.6 /5,19,Whitefield,Dessert Parlor,Ice Cream,400,Delivery,Whitefield
Biting Junction,Yes,No,3.9 /5,119,Whitefield,Quick Bites,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",350,Delivery,Whitefield
Rajdhani Thali Restaurant,Yes,Yes,3.9 /5,902,Whitefield,Casual Dining,"Rajasthani, Gujarati, North Indian",900,Delivery,Whitefield
Fashion Knack Cafe,No,No,3.7 /5,18,Whitefield,Cafe,"Cafe, Burger, Sandwich",250,Delivery,Whitefield
Burgundy - Royal Orchid Suites,No,Yes,3.9 /5,104,Whitefield,Casual Dining,North Indian,"1,200",Delivery,Whitefield
Biryani Paradise,Yes,No,3.8 /5,136,Whitefield,Casual Dining,"Andhra, Biryani",700,Delivery,Whitefield
The Taste Players,Yes,No,3.7 /5,51,Whitefield,Casual Dining,"North Indian, Chinese, Mughlai, Biryani",500,Delivery,Whitefield
Prathika Annapurna Grand,Yes,No,3.5 /5,13,KR Puram,Casual Dining,"South Indian, North Indian, Chinese",500,Delivery,Whitefield
Freshkhilao,Yes,No,3.3 /5,379,Brookefield,Casual Dining,"Chinese, North Indian, Biryani, Juices",750,Delivery,Whitefield
Hoodi Baba A Str-eat Caff,Yes,No,3.7 /5,38,Whitefield,Quick Bites,"North Indian, Street Food",300,Delivery,Whitefield
Andhra Biryanis,Yes,No,4.0 /5,112,Whitefield,Casual Dining,"Andhra, Biryani, North Indian",700,Delivery,Whitefield
Hyderabad Biryaani House,Yes,No,3.6 /5,378,Whitefield,Casual Dining,"Biryani, North Indian, Chinese",700,Delivery,Whitefield
Dilli Darbar,Yes,No,3.4 /5,374,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,Whitefield
Chinese Chaska,Yes,No,3.1 /5,127,Whitefield,Casual Dining,"Chinese, North Indian, Biryani",550,Delivery,Whitefield
Apsara Ice Cream,No,No,4.0 /5,92,Whitefield,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Whitefield
Bhagini IRIS,No,No,3.7 /5,115,Whitefield,Casual Dining,"North Indian, Chinese",600,Delivery,Whitefield
Dragon Box,Yes,No,3.0 /5,12,Whitefield,Takeaway,"Chinese, Momos",450,Delivery,Whitefield
Oakleaf,Yes,No,3.9 /5,41,Whitefield,Casual Dining,"Asian, Continental, North Indian, Italian","2,000",Delivery,Whitefield
Indian Tadka,Yes,No,3.7 /5,215,Whitefield,Food Court,North Indian,700,Delivery,Whitefield
Biriyani Zone,Yes,No,3.9 /5,393,Whitefield,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800,Delivery,Whitefield
Office Lunch Box,Yes,No,3.6 /5,114,Whitefield,Delivery,"Andhra, North Indian",200,Delivery,Whitefield
Delhi Walle,No,No,3.7 /5,118,Whitefield,Quick Bites,"North Indian, Street Food",300,Delivery,Whitefield
Visantoe,Yes,No,3.2 /5,8,Whitefield,Kiosk,Fast Food,400,Delivery,Whitefield
Arusuvai D' Kitchen,Yes,No,3.7 /5,26,KR Puram,Quick Bites,"South Indian, Biryani, Chettinad, Juices",350,Delivery,Whitefield
Izakaya Gastro Pub,Yes,Yes,3.8 /5,128,Whitefield,"Bar, Casual Dining","North Indian, Continental, Mediterranean","1,200",Delivery,Whitefield
UBQ by Barbeque Nation,Yes,No,3.6 /5,17,Whitefield,Delivery,"North Indian, BBQ, Biryani, Kebab",450,Delivery,Whitefield
Pulla Reddy Sweets,No,No,3.7 /5,29,Whitefield,Sweet Shop,Mithai,250,Delivery,Whitefield
Punjabi Kitchen,Yes,No,3.6 /5,205,Whitefield,Quick Bites,"Chinese, North Indian",400,Delivery,Whitefield
Kamat Yatrinivas,No,No,3.0 /5,241,Whitefield,Quick Bites,"North Indian, South Indian, Chinese",500,Delivery,Whitefield
Sorse,Yes,Yes,4.1 /5,982,Whitefield,Casual Dining,"Bengali, Seafood",750,Delivery,Whitefield
The Combo House,Yes,No,3.3 /5,8,Marathahalli,Quick Bites,"Fast Food, North Indian, Chinese, Biryani",500,Delivery,Whitefield
Spicy Andhra,Yes,No,3.2 /5,4,Whitefield,Quick Bites,"Andhra, Chinese, North Indian",500,Delivery,Whitefield
Expresso Restaurant,Yes,No,3.5 /5,6,Whitefield,"Takeaway, Delivery","Fast Food, Beverages",400,Delivery,Whitefield
Cafe Noir,Yes,No,3.4 /5,5,Whitefield,Casual Dining,"European, French, Salad","1,500",Delivery,Whitefield
The Square Table,Yes,Yes,4.2 /5,584,Whitefield,Casual Dining,"North Indian, Maharashtrian, South Indian","1,000",Delivery,Whitefield
Hyderabad Chefs,Yes,No,4.0 /5,277,Whitefield,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800,Delivery,Whitefield
Pita Pocket Factory,No,No,3.6 /5,27,Brookefield,Casual Dining,"Mediterranean, Continental, Italian, Burger",500,Delivery,Whitefield
Bawarchi Restaurant,Yes,No,,0,Whitefield,,"Biryani, North Indian, Chinese, Rolls, Beverages",400,Delivery,Whitefield
Indian Aroma Cafe,Yes,No,2.8 /5,84,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
The Fat Chef,Yes,Yes,4.1 /5,1755,Whitefield,Casual Dining,"Japanese, Italian, American, Asian, North Indian, Steak","1,400",Delivery,Whitefield
Dande Hyderabad Biryani,Yes,No,3.4 /5,6,Whitefield,"Takeaway, Delivery","Biryani, Andhra, North Indian",500,Delivery,Whitefield
Rolls On Wheels,No,No,3.1 /5,76,Whitefield,Quick Bites,"Fast Food, Rolls, Momos",300,Delivery,Whitefield
SGS Non Veg - Gundu Pulav,Yes,No,3.7 /5,12,"Varthur Main Road, Whitefield","Takeaway, Delivery",South Indian,300,Delivery,Whitefield
South House,Yes,No,4.2 /5,120,Brookefield,Casual Dining,"South Indian, Biryani",800,Delivery,Whitefield
Dhruva's Munch & Sip,No,No,,0,KR Puram,Quick Bites,"Fast Food, Chinese",200,Delivery,Whitefield
Alpha - House of Biryani & Tandoor,Yes,No,3.5 /5,395,Whitefield,Casual Dining,"Biryani, North Indian, Chinese",800,Delivery,Whitefield
Chandu Andhra Mess,No,No,,0,Whitefield,Mess,"South Indian, North Indian, Andhra",500,Delivery,Whitefield
Kapoor's Cafe,No,No,4.2 /5,3021,Whitefield,Casual Dining,North Indian,800,Delivery,Whitefield
Kabab Mirchi,No,No,3.5 /5,46,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery,Whitefield
Shaan-E-Punjab,Yes,No,2.9 /5,84,"ITPL Main Road, Whitefield",Casual Dining,North Indian,500,Delivery,Whitefield
Fusion Panda,Yes,No,3.5 /5,11,Whitefield,"Casual Dining, Quick Bites","North Indian, Kebab",300,Delivery,Whitefield
Nandi Mess - Feel Like Mom's,Yes,No,3.7 /5,31,Whitefield,Quick Bites,South Indian,250,Delivery,Whitefield
Lucky Singh & Co,No,No,4.0 /5,38,Whitefield,"Takeaway, Delivery","Fast Food, North Indian, Rolls",350,Delivery,Whitefield
HMS Hyderabad Bawarchi,Yes,No,,0,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,Whitefield
Hyderabad Biryani,Yes,No,3.2 /5,4,Whitefield,Quick Bites,Biryani,300,Delivery,Whitefield
Cheers Life,No,No,3.4 /5,4,"Varthur Main Road, Whitefield",Kiosk,"Beverages, Juices",300,Delivery,Whitefield
SV Restaurant,Yes,No,3.1 /5,8,Whitefield,Casual Dining,"Andhra, North Indian, Chinese, Biryani",550,Delivery,Whitefield
Nisarga Restaurant,Yes,No,3.4 /5,6,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Dhadoom,No,No,NEW,0,Whitefield,Food Court,"Italian, Mexican, Burger, Fast Food",450,Delivery,Whitefield
Delhi Mahal,Yes,No,3.1 /5,114,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery,Whitefield
Risalo Restaurant,Yes,No,NEW,0,Brookefield,Quick Bites,"North Indian, Chinese",400,Delivery,Whitefield
Metrolicious,Yes,No,3.5 /5,38,Whitefield,"Takeaway, Delivery","North Indian, Chinese, Biryani",400,Delivery,Whitefield
Apna Hotel,Yes,No,3.5 /5,26,Whitefield,Quick Bites,"North Indian, Hyderabadi",300,Delivery,Whitefield
Eat And Be Fit,Yes,No,NEW,0,Whitefield,Quick Bites,"Biryani, Rolls, North Indian",250,Delivery,Whitefield
Tanuja Home Food,Yes,No,3.1 /5,18,Whitefield,Delivery,North Indian,300,Delivery,Whitefield
Imperio Cafe,No,No,3.9 /5,23,Whitefield,Quick Bites,"Cafe, Fast Food, Pizza, Burger, Beverages",200,Delivery,Whitefield
California Burrito,No,No,3.9 /5,122,Whitefield,"Food Court, Quick Bites","Mexican, Fast Food",400,Delivery,Whitefield
New Paratha Corner,Yes,No,3.9 /5,176,Whitefield,Quick Bites,North Indian,350,Delivery,Whitefield
Salt Mango Tree,Yes,No,4.2 /5,523,Whitefield,Casual Dining,Kerala,"1,000",Delivery,Whitefield
Noodle Bar,No,Yes,4.0 /5,1070,Whitefield,Casual Dining,"Chinese, Momos","1,400",Delivery,Whitefield
Apoorva Multi Cuisine Restaurant,Yes,No,3.9 /5,236,Brookefield,Casual Dining,"North Indian, South Indian, Chinese, Andhra, Biryani",750,Delivery,Whitefield
The Andhra Bhojanam,Yes,No,3.3 /5,7,"ITPL Main Road, Whitefield",Bhojanalya,South Indian,300,Delivery,Whitefield
Desi Khana,Yes,No,3.3 /5,10,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Shaadab,Yes,No,,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, Biryani, Fast Food",700,Delivery,Whitefield
King Of Spices,Yes,No,3.7 /5,30,Whitefield,Casual Dining,"South Indian, North Indian, Chinese, Biryani, Beverages",500,Delivery,Whitefield
Temptation,Yes,No,NEW,0,Whitefield,Quick Bites,North Indian,500,Delivery,Whitefield
Hasee-E-Shan Makers Of Biryani,Yes,No,3.5 /5,16,Whitefield,Quick Bites,"Biryani, Mughlai, North Indian",500,Delivery,Whitefield
Orzuv,Yes,Yes,3.7 /5,837,Whitefield,"Casual Dining, Cafe","Kashmiri, Cafe","1,100",Delivery,Whitefield
Chefie,Yes,No,NEW,0,Whitefield,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200,Delivery,Whitefield
Picnik,Yes,No,NEW,0,Whitefield,Quick Bites,"North Indian, Street Food, Beverages",300,Delivery,Whitefield
Sizzles,No,No,3.5 /5,11,Whitefield,Casual Dining,"North Indian, Chinese, Continental",800,Delivery,Whitefield
Chulha Chauki Da Dhaba,Yes,No,4.2 /5,2283,Brookefield,Casual Dining,North Indian,800,Delivery,Whitefield
Curries And Pickles,Yes,No,3.1 /5,4,Whitefield,"Takeaway, Delivery","Andhra, North Indian, Biryani",250,Delivery,Whitefield
Biryani House,No,No,3.6 /5,14,Whitefield,Casual Dining,"Biryani, North Indian",450,Delivery,Whitefield
A Southern Fair,Yes,No,3.0 /5,19,Whitefield,Casual Dining,"Biryani, Seafood, South Indian",750,Delivery,Whitefield
Chacha Ka Dhaba,No,No,,0,Whitefield,Quick Bites,"North Indian, Chinese",400,Delivery,Whitefield
Kshatriya's Kitchen,Yes,No,3.7 /5,55,Whitefield,Quick Bites,"Andhra, South Indian",300,Delivery,Whitefield
Calvin's,No,No,3.9 /5,299,Whitefield,"Dessert Parlor, Quick Bites",Desserts,600,Delivery,Whitefield
Maggie Point,No,No,,0,Whitefield,Delivery,"North Indian, Chinese",300,Delivery,Whitefield
Kidilum,Yes,No,3.8 /5,210,Whitefield,Quick Bites,"Kerala, Chinese, North Indian",350,Delivery,Whitefield
Omleterian,Yes,No,,0,"Varthur Main Road, Whitefield",Delivery,"American, Continental",200,Delivery,Whitefield
Punjab Junction,Yes,No,3.2 /5,31,Whitefield,Quick Bites,North Indian,350,Delivery,Whitefield
Bangalore Mandarin,Yes,No,4.3 /5,782,Whitefield,Casual Dining,"Chinese, Seafood","1,100",Delivery,Whitefield
Jade,Yes,Yes,3.7 /5,692,Brookefield,Casual Dining,"Chinese, Seafood, Momos",750,Delivery,Whitefield
Amaravati Food Court,Yes,No,3.3 /5,7,Whitefield,Quick Bites,Kerala,300,Delivery,Whitefield
Beyond Elements,Yes,Yes,4.1 /5,869,Whitefield,"Casual Dining, Cafe","Cafe, Italian, Pizza, North Indian",900,Delivery,Whitefield
PIZZMO,No,No,3.6 /5,26,Whitefield,Quick Bites,"Pizza, Momos",500,Delivery,Whitefield
Desi Doze,Yes,No,3.8 /5,147,Whitefield,Quick Bites,"North Indian, Fast Food",400,Delivery,Whitefield
Jubli Biryani,Yes,No,3.6 /5,17,Whitefield,Quick Bites,"Biryani, Chinese",500,Delivery,Whitefield
Kolkata Famous Kati Roll,No,No,,0,Whitefield,"Takeaway, Delivery","Fast Food, Rolls",150,Delivery,Whitefield
Dil Se Dilli,Yes,No,3.8 /5,282,Whitefield,Casual Dining,"North Indian, Mughlai",700,Delivery,Whitefield
Mainland China,Yes,Yes,4.7 /5,1562,Whitefield,Casual Dining,Chinese,"1,700",Delivery,Whitefield
Gusto's Pizza,No,No,3.1 /5,10,Whitefield,"Takeaway, Delivery",Pizza,500,Delivery,Whitefield
Marhaba,Yes,No,3.5 /5,8,Whitefield,Food Court,Arabian,500,Delivery,Whitefield
Swadishta,No,No,3.4 /5,7,Whitefield,Quick Bites,"South Indian, Chinese, North Indian",200,Delivery,Whitefield
Whats Ap,No,No,3.3 /5,9,Whitefield,Casual Dining,Andhra,800,Delivery,Whitefield
Wang Fu Kitchen,Yes,No,3.8 /5,27,Whitefield,Quick Bites,Chinese,400,Delivery,Whitefield
Real Ambur Dum Biryani,No,No,3.3 /5,4,Whitefield,Quick Bites,"Biryani, Fast Food",250,Delivery,Whitefield
Sri Lakshmi Hotel,Yes,No,3.4 /5,7,Whitefield,Quick Bites,"Chinese, South Indian",250,Delivery,Whitefield
BIB-Breakfast in the Box,Yes,No,3.8 /5,62,Whitefield,Delivery,"American, Sandwich",600,Delivery,Whitefield
Nandhini Deluxe,No,Yes,2.9 /5,268,Whitefield,Casual Dining,North Indian,600,Delivery,Whitefield
Punjabi Park,Yes,No,2.9 /5,25,Whitefield,Quick Bites,"North Indian, Fast Food",400,Delivery,Whitefield
Celebrations 365,Yes,No,3.3 /5,6,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350,Delivery,Whitefield
Nirvana Foods,Yes,No,,0,Whitefield,Quick Bites,"South Indian, Chinese",300,Delivery,Whitefield
Copper Chimney,Yes,Yes,4.1 /5,0,Whitefield,Casual Dining,"North Indian, Biryani","1,200",Delivery,Whitefield
Night Diaries,No,No,3.1 /5,16,Whitefield,Quick Bites,North Indian,300,Delivery,Whitefield
HIGH SKY,No,No,3.0 /5,32,Whitefield,Casual Dining,"Continental, North Indian, Chinese, Arabian","1,000",Delivery,Whitefield
FreshEats,No,No,3.6 /5,14,East Bangalore,Food Truck,"Continental, North Indian, Thai",400,Delivery,Whitefield
Momo Time,Yes,No,,0,Whitefield,Quick Bites,"Momos, Chinese",300,Delivery,Whitefield
Lot Like Crepes & Cafe,Yes,No,4.0 /5,21,Whitefield,"Cafe, Dessert Parlor","Cafe, Continental, Desserts",600,Delivery,Whitefield
Flavours Radha Hometel,No,Yes,3.5 /5,185,Whitefield,Casual Dining,"North Indian, Continental, Chinese, South Indian",800,Delivery,Whitefield
Mangalore Lunch Home,Yes,No,3.5 /5,11,Whitefield,Quick Bites,"North Indian, South Indian, Mangalorean",300,Delivery,Whitefield
Oven Fresh,No,No,2.9 /5,21,Whitefield,Quick Bites,"Bakery, Fast Food",600,Delivery,Whitefield
Delhi Restaurant,Yes,No,3.6 /5,196,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery,Whitefield
Nieghbourhood Cafe,No,No,3.7 /5,39,Whitefield,Casual Dining,"Pizza, Italian, Chinese, North Indian",750,Delivery,Whitefield
Captain Egg,No,No,4.1 /5,18,Whitefield,Food Court,Fast Food,400,Delivery,Whitefield
Snack Itt,No,No,,0,Whitefield,,Bakery,200,Delivery,Whitefield
Golden Fork,No,No,,0,Whitefield,Quick Bites,"South Indian, Chinese, North Indian",200,Delivery,Whitefield
Cluckees,No,No,,0,Whitefield,Quick Bites,Fast Food,300,Delivery,Whitefield
Manbhavan Premium Thali Restaurant,Yes,No,4.0 /5,485,Whitefield,Casual Dining,"Hyderabadi, Gujarati, Maharashtrian","1,000",Delivery,Whitefield
Moon King Hotel,Yes,No,,0,KR Puram,"Takeaway, Delivery","Chinese, North Indian, South Indian",250,Delivery,Whitefield
Aaha,Yes,No,3.6 /5,94,Brookefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Star Restaurant,No,No,,0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Whitefield
Taste Buddies,No,No,,0,Whitefield,Quick Bites,"North Indian, Fast Food",400,Delivery,Whitefield
New Suruchi Hotel,No,No,,0,Whitefield,Quick Bites,"Bengali, North Indian",200,Delivery,Whitefield
Mayas kitchen,No,No,,0,Whitefield,Casual Dining,"South Indian, Chinese, Chettinad",,Delivery,Whitefield
Orbis Market Kitchen,No,No,,0,Whitefield,"Food Court, Quick Bites",Arabian,600,Delivery,Whitefield
Palahaaram,No,No,,0,Whitefield,Quick Bites,Street Food,500,Delivery,Whitefield
Hotel Bhuvaneshwari,No,No,,0,Whitefield,Quick Bites,North Indian,350,Delivery,Whitefield
Elaichi,No,No,,0,Whitefield,Quick Bites,"North Indian, Bengali, Oriya",500,Delivery,Whitefield
Taas Foods,No,No,,0,Whitefield,Quick Bites,"Chinese, Fast Food, North Indian",250,Delivery,Whitefield
MK Dabbawala,No,No,,0,Whitefield,Delivery,North Indian,,Delivery,Whitefield
Hot Attack Restaurant,No,No,,0,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,Whitefield
Bombay Kulfis,No,No,,0,Whitefield,Dessert Parlor,Ice Cream,200,Delivery,Whitefield
Rara Avis,No,No,,0,Whitefield,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts",400,Delivery,Whitefield
Eat Eroo - Bombay Vada Pav,No,No,,0,Whitefield,"Takeaway, Delivery","Street Food, Maharashtrian",200,Delivery,Whitefield
Hotel Greens,No,No,3.6 /5,59,Whitefield,Casual Dining,"Biryani, Chinese, North Indian, South Indian",800,Delivery,Whitefield
Rayalaseema Spices,Yes,No,3.5 /5,35,Brookefield,Casual Dining,"Andhra, South Indian",550,Delivery,Whitefield
The Lighthouse Cafe,No,No,3.6 /5,21,Whitefield,Casual Dining,"American, Italian",650,Delivery,Whitefield
Kitchen Online,No,No,3.3 /5,6,Whitefield,"Takeaway, Delivery",North Indian,300,Delivery,Whitefield
Mubeena Shariff Chocolatier,No,No,3.6 /5,14,Whitefield,Dessert Parlor,Desserts,500,Delivery,Whitefield
Mast Kalandar,No,No,2.6 /5,76,Whitefield,Casual Dining,North Indian,,Delivery,Whitefield
Ammi's Biryani,No,No,2.5 /5,131,Whitefield,Quick Bites,"Biryani, North Indian",500,Delivery,Whitefield
Tadka Punjabi Restaurant,Yes,No,3.3 /5,9,Whitefield,Quick Bites,North Indian,300,Delivery,Whitefield
Spice Boulevard,No,No,3.9 /5,89,Whitefield,Cafe,"Cafe, Continental, Chinese",700,Delivery,Whitefield
Tasty Food,Yes,No,NEW,0,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Annapurna Bengali Restaurant,No,No,3.9 /5,50,Whitefield,Casual Dining,Bengali,500,Delivery,Whitefield
Kritunga Restaurant,Yes,No,3.7 /5,856,Whitefield,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650,Delivery,Whitefield
The Farm House Bar n Grill,No,No,3.7 /5,34,Whitefield,"Casual Dining, Bar","North Indian, Continental",800,Delivery,Whitefield
Daily Bread,No,No,,0,Whitefield,Bakery,"Bakery, Fast Food, Italian",600,Delivery,Whitefield
Halftime,No,No,,0,Whitefield,Quick Bites,"North Indian, Chinese",200,Delivery,Whitefield
RICE BAR,No,No,,0,Whitefield,Delivery,"North Indian, Biryani",500,Delivery,Whitefield
La Fabrique de Tartes,No,No,,0,Whitefield,"Takeaway, Delivery",French,300,Delivery,Whitefield
Me And My Cake,No,No,,0,Whitefield,Bakery,"Bakery, Desserts",500,Delivery,Whitefield
New Kolkata Style Famous Roll,No,No,,0,Whitefield,Kiosk,"North Indian, Rolls",200,Delivery,Whitefield
Creamiester,No,No,,0,Whitefield,Dessert Parlor,"Ice Cream, Desserts",300,Delivery,Whitefield
Nidhish Upahar,No,No,,0,Whitefield,Quick Bites,South Indian,200,Delivery,Whitefield
Snacks Centre,No,No,,0,Whitefield,Quick Bites,"Fast Food, North Indian",400,Delivery,Whitefield
Taste of Coastal,No,No,,0,Whitefield,Quick Bites,"South Indian, North Indian",300,Delivery,Whitefield
NYS Kitchen,No,No,,0,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
YummTumm,No,No,,0,Whitefield,Bakery,Bakery,250,Delivery,Whitefield
Cane Hut,No,No,,0,Whitefield,"Beverage Shop, Quick Bites","Beverages, Juices, Street Food",100,Delivery,Whitefield
Ruchir Restaurant,No,No,,0,Whitefield,Quick Bites,North Indian,150,Delivery,Whitefield
Inhouse Burger,No,No,,0,Whitefield,Quick Bites,"Burger, Fast Food",500,Delivery,Whitefield
Sai Charan Tiffin House,No,No,,0,Whitefield,Quick Bites,South Indian,150,Delivery,Whitefield
ARB Restaurant,No,No,,0,Whitefield,Quick Bites,"Chinese, North Indian",400,Delivery,Whitefield
Chef Cornor,No,No,,0,Whitefield,Quick Bites,"North Indian, South Indian, Chinese",400,Delivery,Whitefield
Cake Point,No,No,,0,Whitefield,Bakery,"Bakery, Desserts",500,Delivery,Whitefield
ChowChow Pandas,No,No,,0,East Bangalore,Delivery,"Bakery, Desserts",400,Delivery,Whitefield
Floweraura,No,No,,0,Whitefield,"Takeaway, Delivery",Bakery,600,Delivery,Whitefield
Mordern Tiffin,No,No,,0,Whitefield,Delivery,"Bengali, Chinese, North Indian",300,Delivery,Whitefield
Mr.Boiler,No,No,,0,Whitefield,Quick Bites,"Ice Cream, Juices, Fast Food",250,Delivery,Whitefield
A Pinch Of Magic,No,No,,0,Whitefield,"Takeaway, Delivery","Bakery, Desserts","1,000",Delivery,Whitefield
Jo & Mo,No,No,,0,Whitefield,"Takeaway, Delivery","Chinese, North Indian, Juices",400,Delivery,Whitefield
Zesty Tasty,No,No,,0,Whitefield,Quick Bites,Fast Food,200,Delivery,Whitefield
Krishu Juice Centre,No,No,,0,Whitefield,Beverage Shop,"Beverages, Juices",150,Delivery,Whitefield
Red Pepper,No,No,,0,Whitefield,Quick Bites,"North Indian, Bengali, Biryani, Mughlai",250,Delivery,Whitefield
Sheetals Home Food,No,No,,0,Whitefield,"Takeaway, Delivery","South Indian, North Indian",250,Delivery,Whitefield
Tata Cha,Yes,No,NEW,0,Whitefield,Cafe,"Cafe, Tea, North Indian",500,Delivery,Whitefield
On The Go,Yes,No,NEW,0,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery,Whitefield
F5,No,No,3.2 /5,4,Whitefield,Quick Bites,"North Indian, South Indian, Chinese, Continental, Arabian",300,Delivery,Whitefield
New Andhra Chimney,No,No,3.1 /5,71,Whitefield,Casual Dining,"Andhra, North Indian, Biryani",700,Delivery,Whitefield
Sri Guru Nalapaka Restaurant,No,No,3.5 /5,20,Whitefield,Casual Dining,"North Indian, South Indian, Chinese, Street Food",550,Delivery,Whitefield
Foodie,No,No,2.9 /5,35,Whitefield,Kiosk,"Chinese, Fast Food",300,Delivery,Whitefield
